Lat_NAD83	Long_NAD83	Datum_El	Vertical_stress	Publisher
54.36	-117.50	-2667	89616	Alberta Geological Survey
54.36	-117.48	-2650	89067	Alberta Geological Survey
54.36	-117.46	-2634	88495	Alberta Geological Survey
54.36	-117.44	-2619	87934	Alberta Geological Survey
54.36	-117.42	-2605	87412	Alberta Geological Survey
54.36	-117.40	-2590	86848	Alberta Geological Survey
54.36	-117.38	-2555	85716	Alberta Geological Survey
54.36	-117.36	-2512	84455	Alberta Geological Survey
54.36	-117.34	-2534	84847	Alberta Geological Survey
54.36	-117.32	-2533	84674	Alberta Geological Survey
54.36	-117.30	-2524	84316	Alberta Geological Survey
54.36	-117.28	-2514	83931	Alberta Geological Survey
54.36	-117.26	-2503	83505	Alberta Geological Survey
54.36	-117.24	-2492	83147	Alberta Geological Survey
54.36	-117.22	-2496	83163	Alberta Geological Survey
54.36	-117.20	-2484	82793	Alberta Geological Survey
54.36	-117.18	-2470	82381	Alberta Geological Survey
54.36	-117.16	-2455	81970	Alberta Geological Survey
54.36	-117.14	-2445	81694	Alberta Geological Survey
54.36	-117.12	-2435	81504	Alberta Geological Survey
54.36	-117.10	-2423	81307	Alberta Geological Survey
54.36	-117.08	-2402	80903	Alberta Geological Survey
54.36	-117.06	-2359	79914	Alberta Geological Survey
54.36	-117.04	-2323	79114	Alberta Geological Survey
54.36	-117.02	-2309	78896	Alberta Geological Survey
54.36	-117.00	-2313	79174	Alberta Geological Survey
54.36	-116.98	-2316	79457	Alberta Geological Survey
54.36	-116.96	-2312	79621	Alberta Geological Survey
54.36	-116.94	-2302	79745	Alberta Geological Survey
54.36	-116.92	-2288	79895	Alberta Geological Survey
54.36	-116.90	-2271	80001	Alberta Geological Survey
54.36	-116.88	-2247	79187	Alberta Geological Survey
54.36	-116.86	-2239	77135	Alberta Geological Survey
54.36	-116.84	-2227	77271	Alberta Geological Survey
54.36	-116.82	-2207	76814	Alberta Geological Survey
54.36	-116.80	-2196	76456	Alberta Geological Survey
54.36	-116.78	-2206	76551	Alberta Geological Survey
54.36	-116.76	-2186	75776	Alberta Geological Survey
54.36	-116.74	-2162	74824	Alberta Geological Survey
54.36	-116.72	-2140	73893	Alberta Geological Survey
54.36	-116.70	-2127	73102	Alberta Geological Survey
54.36	-116.68	-2117	72658	Alberta Geological Survey
54.36	-116.66	-2105	72590	Alberta Geological Survey
54.36	-116.64	-2094	72524	Alberta Geological Survey
54.36	-116.62	-2085	71959	Alberta Geological Survey
54.36	-116.60	-2077	71112	Alberta Geological Survey
54.36	-116.58	-2061	71038	Alberta Geological Survey
54.36	-116.56	-2049	71110	Alberta Geological Survey
54.36	-116.54	-2043	71603	Alberta Geological Survey
54.36	-116.52	-2028	71379	Alberta Geological Survey
54.36	-116.50	-2010	70914	Alberta Geological Survey
54.36	-116.48	-1994	70524	Alberta Geological Survey
54.36	-116.46	-1986	70489	Alberta Geological Survey
54.36	-116.44	-1963	70087	Alberta Geological Survey
54.36	-116.42	-1960	70201	Alberta Geological Survey
54.36	-116.40	-1952	70205	Alberta Geological Survey
54.36	-116.38	-1936	69918	Alberta Geological Survey
54.36	-116.36	-1927	69740	Alberta Geological Survey
54.36	-116.34	-1924	69549	Alberta Geological Survey
54.36	-116.32	-1913	69220	Alberta Geological Survey
54.36	-116.30	-1909	69041	Alberta Geological Survey
54.36	-116.28	-1907	68963	Alberta Geological Survey
54.36	-116.26	-1894	68607	Alberta Geological Survey
54.36	-116.24	-1883	68330	Alberta Geological Survey
54.36	-116.22	-1874	68062	Alberta Geological Survey
54.36	-116.20	-1864	67790	Alberta Geological Survey
54.36	-116.18	-1854	67549	Alberta Geological Survey
54.36	-116.16	-1846	67350	Alberta Geological Survey
54.36	-116.14	-1838	67155	Alberta Geological Survey
54.36	-116.12	-1829	66952	Alberta Geological Survey
54.36	-116.10	-1820	66757	Alberta Geological Survey
54.36	-116.08	-1812	66584	Alberta Geological Survey
54.36	-116.06	-1804	66416	Alberta Geological Survey
54.36	-116.04	-1796	66242	Alberta Geological Survey
54.36	-116.02	-1787	66061	Alberta Geological Survey
54.36	-116.00	-1777	65848	Alberta Geological Survey
54.36	-115.98	-1765	65602	Alberta Geological Survey
54.36	-115.96	-1754	65345	Alberta Geological Survey
54.36	-115.94	-1743	65110	Alberta Geological Survey
54.36	-115.92	-1733	64893	Alberta Geological Survey
54.36	-115.90	-1722	64679	Alberta Geological Survey
54.36	-115.88	-1713	64492	Alberta Geological Survey
54.36	-115.86	-1704	64326	Alberta Geological Survey
54.36	-115.84	-1692	64086	Alberta Geological Survey
54.36	-115.82	-1678	63778	Alberta Geological Survey
54.36	-115.80	-1667	63547	Alberta Geological Survey
54.36	-115.78	-1658	63364	Alberta Geological Survey
54.36	-115.76	-1647	63133	Alberta Geological Survey
54.36	-115.74	-1631	62742	Alberta Geological Survey
54.38	-117.74	-2782	91559	Alberta Geological Survey
54.38	-117.72	-2779	91384	Alberta Geological Survey
54.38	-117.70	-2781	91418	Alberta Geological Survey
54.38	-117.68	-2780	91478	Alberta Geological Survey
54.38	-117.66	-2768	91321	Alberta Geological Survey
54.38	-117.64	-2757	91207	Alberta Geological Survey
54.38	-117.62	-2744	91060	Alberta Geological Survey
54.38	-117.60	-2734	90975	Alberta Geological Survey
54.38	-117.58	-2718	90709	Alberta Geological Survey
54.38	-117.56	-2706	90512	Alberta Geological Survey
54.38	-117.54	-2692	90240	Alberta Geological Survey
54.38	-117.52	-2674	89785	Alberta Geological Survey
54.38	-117.50	-2653	89137	Alberta Geological Survey
54.38	-117.48	-2631	88404	Alberta Geological Survey
54.38	-117.46	-2609	87663	Alberta Geological Survey
54.38	-117.44	-2589	86919	Alberta Geological Survey
54.38	-117.42	-2569	86197	Alberta Geological Survey
54.38	-117.40	-2557	85658	Alberta Geological Survey
54.38	-117.38	-2538	84987	Alberta Geological Survey
54.38	-117.36	-2489	83510	Alberta Geological Survey
54.38	-117.34	-2487	83280	Alberta Geological Survey
54.38	-117.32	-2497	83394	Alberta Geological Survey
54.38	-117.30	-2500	83343	Alberta Geological Survey
54.38	-117.28	-2497	83135	Alberta Geological Survey
54.38	-117.26	-2490	82875	Alberta Geological Survey
54.38	-117.24	-2484	82623	Alberta Geological Survey
54.38	-117.22	-2476	82370	Alberta Geological Survey
54.38	-117.20	-2466	82086	Alberta Geological Survey
54.38	-117.18	-2454	81769	Alberta Geological Survey
54.38	-117.16	-2439	81390	Alberta Geological Survey
54.38	-117.14	-2425	81063	Alberta Geological Survey
54.38	-117.12	-2414	80837	Alberta Geological Survey
54.38	-117.10	-2412	80875	Alberta Geological Survey
54.38	-117.08	-2383	80227	Alberta Geological Survey
54.38	-117.06	-2352	79534	Alberta Geological Survey
54.38	-117.04	-2336	79255	Alberta Geological Survey
54.38	-117.02	-2323	79063	Alberta Geological Survey
54.38	-117.00	-2314	78991	Alberta Geological Survey
54.38	-116.98	-2307	78981	Alberta Geological Survey
54.38	-116.96	-2300	78956	Alberta Geological Survey
54.38	-116.94	-2289	78809	Alberta Geological Survey
54.38	-116.92	-2267	78503	Alberta Geological Survey
54.38	-116.90	-2253	78563	Alberta Geological Survey
54.38	-116.88	-2196	76665	Alberta Geological Survey
54.38	-116.86	-2174	75331	Alberta Geological Survey
54.38	-116.84	-2175	75425	Alberta Geological Survey
54.38	-116.82	-2174	75582	Alberta Geological Survey
54.38	-116.80	-2173	75618	Alberta Geological Survey
54.38	-116.78	-2171	75513	Alberta Geological Survey
54.38	-116.76	-2163	75192	Alberta Geological Survey
54.38	-116.74	-2149	74680	Alberta Geological Survey
54.38	-116.72	-2132	74109	Alberta Geological Survey
54.38	-116.70	-2118	73629	Alberta Geological Survey
54.38	-116.68	-2107	73337	Alberta Geological Survey
54.38	-116.66	-2098	73190	Alberta Geological Survey
54.38	-116.64	-2089	72909	Alberta Geological Survey
54.38	-116.62	-2082	72430	Alberta Geological Survey
54.38	-116.60	-2073	71815	Alberta Geological Survey
54.38	-116.58	-2066	71870	Alberta Geological Survey
54.38	-116.56	-2056	73196	Alberta Geological Survey
54.38	-116.54	-2039	72593	Alberta Geological Survey
54.38	-116.52	-2019	71788	Alberta Geological Survey
54.38	-116.50	-1999	71081	Alberta Geological Survey
54.38	-116.48	-1973	70337	Alberta Geological Survey
54.38	-116.46	-1944	69627	Alberta Geological Survey
54.38	-116.44	-1939	69619	Alberta Geological Survey
54.38	-116.42	-1946	69911	Alberta Geological Survey
54.38	-116.40	-1943	69985	Alberta Geological Survey
54.38	-116.38	-1937	69915	Alberta Geological Survey
54.38	-116.36	-1929	69754	Alberta Geological Survey
54.38	-116.34	-1907	69170	Alberta Geological Survey
54.38	-116.32	-1883	68489	Alberta Geological Survey
54.38	-116.30	-1852	67623	Alberta Geological Survey
54.38	-116.28	-1849	67496	Alberta Geological Survey
54.38	-116.26	-1869	68007	Alberta Geological Survey
54.38	-116.24	-1872	68038	Alberta Geological Survey
54.38	-116.22	-1863	67783	Alberta Geological Survey
54.38	-116.20	-1852	67482	Alberta Geological Survey
54.38	-116.18	-1842	67234	Alberta Geological Survey
54.38	-116.16	-1835	67076	Alberta Geological Survey
54.38	-116.14	-1828	66907	Alberta Geological Survey
54.38	-116.12	-1820	66734	Alberta Geological Survey
54.38	-116.10	-1812	66553	Alberta Geological Survey
54.38	-116.08	-1804	66399	Alberta Geological Survey
54.38	-116.06	-1797	66239	Alberta Geological Survey
54.38	-116.04	-1788	66080	Alberta Geological Survey
54.38	-116.02	-1780	65925	Alberta Geological Survey
54.38	-116.00	-1771	65729	Alberta Geological Survey
54.38	-115.98	-1758	65431	Alberta Geological Survey
54.38	-115.96	-1742	65066	Alberta Geological Survey
54.38	-115.94	-1734	64900	Alberta Geological Survey
54.38	-115.92	-1725	64722	Alberta Geological Survey
54.38	-115.90	-1715	64548	Alberta Geological Survey
54.38	-115.88	-1707	64392	Alberta Geological Survey
54.38	-115.86	-1698	64239	Alberta Geological Survey
54.38	-115.84	-1689	64052	Alberta Geological Survey
54.38	-115.82	-1680	63876	Alberta Geological Survey
54.38	-115.80	-1671	63716	Alberta Geological Survey
54.38	-115.78	-1656	63362	Alberta Geological Survey
54.38	-115.76	-1635	62873	Alberta Geological Survey
54.38	-115.74	-1624	62635	Alberta Geological Survey
54.38	-115.72	-1616	62519	Alberta Geological Survey
54.40	-117.72	-2769	91010	Alberta Geological Survey
54.40	-117.70	-2764	90865	Alberta Geological Survey
54.40	-117.68	-2758	90743	Alberta Geological Survey
54.40	-117.66	-2747	90590	Alberta Geological Survey
54.40	-117.64	-2734	90416	Alberta Geological Survey
54.40	-117.62	-2717	90145	Alberta Geological Survey
54.40	-117.60	-2705	89872	Alberta Geological Survey
54.40	-117.58	-2702	89846	Alberta Geological Survey
54.40	-117.56	-2699	89932	Alberta Geological Survey
54.40	-117.54	-2693	90050	Alberta Geological Survey
54.40	-117.52	-2670	89561	Alberta Geological Survey
54.40	-117.50	-2634	88414	Alberta Geological Survey
54.40	-117.48	-2605	87424	Alberta Geological Survey
54.40	-117.46	-2584	86639	Alberta Geological Survey
54.40	-117.44	-2563	85869	Alberta Geological Survey
54.40	-117.42	-2537	84993	Alberta Geological Survey
54.40	-117.40	-2510	84064	Alberta Geological Survey
54.40	-117.38	-2502	83641	Alberta Geological Survey
54.40	-117.36	-2496	83282	Alberta Geological Survey
54.40	-117.34	-2492	83002	Alberta Geological Survey
54.40	-117.32	-2493	82867	Alberta Geological Survey
54.40	-117.30	-2492	82704	Alberta Geological Survey
54.40	-117.28	-2486	82455	Alberta Geological Survey
54.40	-117.26	-2479	82191	Alberta Geological Survey
54.40	-117.24	-2470	81920	Alberta Geological Survey
54.40	-117.22	-2459	81638	Alberta Geological Survey
54.40	-117.20	-2446	81326	Alberta Geological Survey
54.40	-117.18	-2435	81068	Alberta Geological Survey
54.40	-117.16	-2426	80889	Alberta Geological Survey
54.40	-117.14	-2412	80580	Alberta Geological Survey
54.40	-117.12	-2383	79873	Alberta Geological Survey
54.40	-117.10	-2385	80012	Alberta Geological Survey
54.40	-117.08	-2380	79954	Alberta Geological Survey
54.40	-117.06	-2361	79564	Alberta Geological Survey
54.40	-117.04	-2343	79180	Alberta Geological Survey
54.40	-117.02	-2326	78894	Alberta Geological Survey
54.40	-117.00	-2311	78635	Alberta Geological Survey
54.40	-116.98	-2297	78378	Alberta Geological Survey
54.40	-116.96	-2282	78179	Alberta Geological Survey
54.40	-116.94	-2269	77885	Alberta Geological Survey
54.40	-116.92	-2265	78059	Alberta Geological Survey
54.40	-116.90	-2223	77140	Alberta Geological Survey
54.40	-116.88	-2202	76565	Alberta Geological Survey
54.40	-116.86	-2157	75234	Alberta Geological Survey
54.40	-116.84	-2146	74868	Alberta Geological Survey
54.40	-116.82	-2150	75005	Alberta Geological Survey
54.40	-116.80	-2155	75129	Alberta Geological Survey
54.40	-116.78	-2154	75104	Alberta Geological Survey
54.40	-116.76	-2150	74938	Alberta Geological Survey
54.40	-116.74	-2140	74640	Alberta Geological Survey
54.40	-116.72	-2125	74226	Alberta Geological Survey
54.40	-116.70	-2107	73806	Alberta Geological Survey
54.40	-116.68	-2089	73512	Alberta Geological Survey
54.40	-116.66	-2085	73697	Alberta Geological Survey
54.40	-116.64	-2082	73996	Alberta Geological Survey
54.40	-116.62	-2062	73252	Alberta Geological Survey
54.40	-116.60	-2054	72471	Alberta Geological Survey
54.40	-116.58	-2035	71760	Alberta Geological Survey
54.40	-116.56	-2035	71952	Alberta Geological Survey
54.40	-116.54	-2026	71900	Alberta Geological Survey
54.40	-116.52	-2011	71517	Alberta Geological Survey
54.40	-116.50	-1997	71125	Alberta Geological Survey
54.40	-116.48	-1980	70667	Alberta Geological Survey
54.40	-116.46	-1966	70328	Alberta Geological Survey
54.40	-116.44	-1963	70329	Alberta Geological Survey
54.40	-116.42	-1954	70172	Alberta Geological Survey
54.40	-116.40	-1940	69906	Alberta Geological Survey
54.40	-116.38	-1927	69611	Alberta Geological Survey
54.40	-116.36	-1912	69244	Alberta Geological Survey
54.40	-116.34	-1895	68801	Alberta Geological Survey
54.40	-116.32	-1881	68387	Alberta Geological Survey
54.40	-116.30	-1874	68167	Alberta Geological Survey
54.40	-116.28	-1875	68148	Alberta Geological Survey
54.40	-116.26	-1872	68060	Alberta Geological Survey
54.40	-116.24	-1863	67788	Alberta Geological Survey
54.40	-116.22	-1852	67495	Alberta Geological Survey
54.40	-116.20	-1842	67232	Alberta Geological Survey
54.40	-116.18	-1834	67035	Alberta Geological Survey
54.40	-116.16	-1827	66872	Alberta Geological Survey
54.40	-116.14	-1819	66693	Alberta Geological Survey
54.40	-116.12	-1812	66526	Alberta Geological Survey
54.40	-116.10	-1801	66296	Alberta Geological Survey
54.40	-116.08	-1792	66106	Alberta Geological Survey
54.40	-116.06	-1787	66023	Alberta Geological Survey
54.40	-116.04	-1780	65884	Alberta Geological Survey
54.40	-116.02	-1772	65746	Alberta Geological Survey
54.40	-116.00	-1765	65608	Alberta Geological Survey
54.40	-115.98	-1753	65341	Alberta Geological Survey
54.40	-115.96	-1740	65047	Alberta Geological Survey
54.40	-115.94	-1729	64804	Alberta Geological Survey
54.40	-115.92	-1717	64577	Alberta Geological Survey
54.40	-115.90	-1707	64374	Alberta Geological Survey
54.40	-115.88	-1697	64193	Alberta Geological Survey
54.40	-115.86	-1688	64017	Alberta Geological Survey
54.40	-115.84	-1676	63760	Alberta Geological Survey
54.40	-115.82	-1661	63443	Alberta Geological Survey
54.40	-115.80	-1654	63339	Alberta Geological Survey
54.40	-115.78	-1646	63167	Alberta Geological Survey
54.40	-115.76	-1631	62837	Alberta Geological Survey
54.40	-115.74	-1617	62535	Alberta Geological Survey
54.40	-115.72	-1608	62376	Alberta Geological Survey
54.40	-115.70	-1599	62214	Alberta Geological Survey
54.40	-115.68	-1578	61710	Alberta Geological Survey
54.42	-117.70	-2741	89875	Alberta Geological Survey
54.42	-117.68	-2732	89656	Alberta Geological Survey
54.42	-117.66	-2722	89452	Alberta Geological Survey
54.42	-117.64	-2712	89270	Alberta Geological Survey
54.42	-117.62	-2702	89063	Alberta Geological Survey
54.42	-117.60	-2691	88709	Alberta Geological Survey
54.42	-117.58	-2681	88351	Alberta Geological Survey
54.42	-117.56	-2671	88117	Alberta Geological Survey
54.42	-117.54	-2660	88278	Alberta Geological Survey
54.42	-117.52	-2615	87307	Alberta Geological Survey
54.42	-117.50	-2563	85806	Alberta Geological Survey
54.42	-117.48	-2561	85597	Alberta Geological Survey
54.42	-117.46	-2567	85596	Alberta Geological Survey
54.42	-117.44	-2562	85287	Alberta Geological Survey
54.42	-117.42	-2548	84741	Alberta Geological Survey
54.42	-117.40	-2531	84098	Alberta Geological Survey
54.42	-117.38	-2516	83493	Alberta Geological Survey
54.42	-117.36	-2505	82993	Alberta Geological Survey
54.42	-117.34	-2497	82580	Alberta Geological Survey
54.42	-117.32	-2491	82261	Alberta Geological Survey
54.42	-117.30	-2486	82032	Alberta Geological Survey
54.42	-117.28	-2479	81770	Alberta Geological Survey
54.42	-117.26	-2468	81469	Alberta Geological Survey
54.42	-117.24	-2456	81156	Alberta Geological Survey
54.42	-117.22	-2441	80817	Alberta Geological Survey
54.42	-117.20	-2412	80163	Alberta Geological Survey
54.42	-117.18	-2401	79972	Alberta Geological Survey
54.42	-117.16	-2413	80382	Alberta Geological Survey
54.42	-117.14	-2389	79846	Alberta Geological Survey
54.42	-117.12	-2353	78959	Alberta Geological Survey
54.42	-117.10	-2347	78859	Alberta Geological Survey
54.42	-117.08	-2362	79276	Alberta Geological Survey
54.42	-117.06	-2346	78884	Alberta Geological Survey
54.42	-117.04	-2337	78712	Alberta Geological Survey
54.42	-117.02	-2322	78459	Alberta Geological Survey
54.42	-117.00	-2301	78159	Alberta Geological Survey
54.42	-116.98	-2267	77479	Alberta Geological Survey
54.42	-116.96	-2238	77083	Alberta Geological Survey
54.42	-116.94	-2237	77610	Alberta Geological Survey
