Lat_NAD83	Long_NAD83	Datum_El	Vertical_stress	Publisher
54.22	-116.62	-2056	72706	Alberta Geological Survey
54.22	-116.60	-2115	73586	Alberta Geological Survey
54.22	-116.58	-2143	74063	Alberta Geological Survey
54.22	-116.56	-2133	73832	Alberta Geological Survey
54.22	-116.54	-2119	73463	Alberta Geological Survey
54.22	-116.52	-2108	73072	Alberta Geological Survey
54.22	-116.50	-2093	72538	Alberta Geological Survey
54.22	-116.06	-1857	67711	Alberta Geological Survey
54.22	-116.04	-1853	67654	Alberta Geological Survey
54.22	-116.02	-1849	67575	Alberta Geological Survey
54.22	-116.00	-1844	67459	Alberta Geological Survey
54.22	-115.98	-1838	67301	Alberta Geological Survey
54.22	-115.96	-1827	67050	Alberta Geological Survey
54.22	-115.94	-1817	66803	Alberta Geological Survey
54.22	-115.92	-1808	66572	Alberta Geological Survey
54.24	-117.78	-2943	97771	Alberta Geological Survey
54.24	-117.76	-2935	97352	Alberta Geological Survey
54.24	-117.74	-2928	96796	Alberta Geological Survey
54.24	-117.72	-2921	95926	Alberta Geological Survey
54.24	-117.70	-2912	94625	Alberta Geological Survey
54.24	-117.68	-2900	93508	Alberta Geological Survey
54.24	-117.66	-2884	94105	Alberta Geological Survey
54.24	-117.64	-2865	94489	Alberta Geological Survey
54.24	-117.62	-2844	94365	Alberta Geological Survey
54.24	-117.60	-2822	93976	Alberta Geological Survey
54.24	-117.58	-2799	93433	Alberta Geological Survey
54.24	-117.56	-2773	92769	Alberta Geological Survey
54.24	-117.54	-2743	91948	Alberta Geological Survey
54.24	-117.52	-2709	90966	Alberta Geological Survey
54.24	-117.50	-2687	90303	Alberta Geological Survey
54.24	-117.48	-2681	90041	Alberta Geological Survey
54.24	-117.46	-2675	89785	Alberta Geological Survey
54.24	-117.06	-2425	83518	Alberta Geological Survey
54.24	-117.04	-2414	82909	Alberta Geological Survey
54.24	-117.02	-2404	82277	Alberta Geological Survey
54.24	-117.00	-2395	81638	Alberta Geological Survey
54.24	-116.98	-2387	81053	Alberta Geological Survey
54.24	-116.96	-2378	80529	Alberta Geological Survey
54.24	-116.94	-2372	80110	Alberta Geological Survey
54.24	-116.92	-2351	79311	Alberta Geological Survey
54.24	-116.90	-2341	78902	Alberta Geological Survey
54.24	-116.88	-2324	78407	Alberta Geological Survey
54.24	-116.86	-2309	78099	Alberta Geological Survey
54.24	-116.84	-2299	77955	Alberta Geological Survey
54.24	-116.82	-2291	77901	Alberta Geological Survey
54.24	-116.80	-2281	77851	Alberta Geological Survey
54.24	-116.78	-2263	77926	Alberta Geological Survey
54.24	-116.76	-2246	78805	Alberta Geological Survey
54.24	-116.74	-2228	79042	Alberta Geological Survey
54.24	-116.72	-2223	78840	Alberta Geological Survey
54.24	-116.70	-2202	78090	Alberta Geological Survey
54.24	-116.68	-2163	76800	Alberta Geological Survey
54.24	-116.66	-2131	75696	Alberta Geological Survey
54.24	-116.64	-2112	74842	Alberta Geological Survey
54.24	-116.62	-2113	74339	Alberta Geological Survey
54.24	-116.60	-2137	74284	Alberta Geological Survey
54.24	-116.58	-2151	74311	Alberta Geological Survey
54.24	-116.56	-2134	73859	Alberta Geological Survey
54.24	-116.54	-2111	73304	Alberta Geological Survey
54.24	-116.52	-2089	72628	Alberta Geological Survey
54.24	-116.50	-2053	71599	Alberta Geological Survey
54.24	-116.48	-1978	69710	Alberta Geological Survey
54.24	-116.46	-2012	70737	Alberta Geological Survey
54.24	-116.10	-1867	67916	Alberta Geological Survey
54.24	-116.08	-1857	67704	Alberta Geological Survey
54.24	-116.06	-1850	67556	Alberta Geological Survey
54.24	-116.04	-1845	67467	Alberta Geological Survey
54.24	-116.02	-1841	67386	Alberta Geological Survey
54.24	-116.00	-1836	67288	Alberta Geological Survey
54.24	-115.98	-1828	67109	Alberta Geological Survey
54.24	-115.96	-1817	66821	Alberta Geological Survey
54.24	-115.94	-1806	66571	Alberta Geological Survey
54.24	-115.92	-1797	66340	Alberta Geological Survey
54.24	-115.90	-1786	66091	Alberta Geological Survey
54.26	-117.78	-2917	95929	Alberta Geological Survey
54.26	-117.76	-2912	95601	Alberta Geological Survey
54.26	-117.74	-2910	95496	Alberta Geological Survey
54.26	-117.72	-2909	95606	Alberta Geological Survey
54.26	-117.70	-2907	95247	Alberta Geological Survey
54.26	-117.68	-2899	94686	Alberta Geological Survey
54.26	-117.66	-2882	94846	Alberta Geological Survey
54.26	-117.64	-2862	94803	Alberta Geological Survey
54.26	-117.62	-2841	94579	Alberta Geological Survey
54.26	-117.60	-2821	94157	Alberta Geological Survey
54.26	-117.58	-2801	93654	Alberta Geological Survey
54.26	-117.56	-2782	93134	Alberta Geological Survey
54.26	-117.54	-2765	92621	Alberta Geological Survey
54.26	-117.52	-2748	92092	Alberta Geological Survey
54.26	-117.50	-2710	91001	Alberta Geological Survey
54.26	-117.48	-2692	90422	Alberta Geological Survey
54.26	-117.46	-2680	89995	Alberta Geological Survey
54.26	-117.44	-2670	89616	Alberta Geological Survey
54.26	-117.42	-2661	89273	Alberta Geological Survey
54.26	-117.08	-2417	83583	Alberta Geological Survey
54.26	-117.06	-2403	83060	Alberta Geological Survey
54.26	-117.04	-2398	82587	Alberta Geological Survey
54.26	-117.02	-2392	82030	Alberta Geological Survey
54.26	-117.00	-2385	81385	Alberta Geological Survey
54.26	-116.98	-2378	80804	Alberta Geological Survey
54.26	-116.96	-2374	80317	Alberta Geological Survey
54.26	-116.94	-2368	79891	Alberta Geological Survey
54.26	-116.92	-2365	79680	Alberta Geological Survey
54.26	-116.90	-2356	79443	Alberta Geological Survey
54.26	-116.88	-2326	78781	Alberta Geological Survey
54.26	-116.86	-2303	78327	Alberta Geological Survey
54.26	-116.84	-2287	78064	Alberta Geological Survey
54.26	-116.82	-2275	77866	Alberta Geological Survey
54.26	-116.80	-2262	77512	Alberta Geological Survey
54.26	-116.78	-2243	76536	Alberta Geological Survey
54.26	-116.76	-2235	77234	Alberta Geological Survey
54.26	-116.74	-2190	77404	Alberta Geological Survey
54.26	-116.72	-2140	76262	Alberta Geological Survey
54.26	-116.70	-2113	75452	Alberta Geological Survey
54.26	-116.68	-2122	75572	Alberta Geological Survey
54.26	-116.66	-2142	76066	Alberta Geological Survey
54.26	-116.64	-2155	76493	Alberta Geological Survey
54.26	-116.62	-2116	75487	Alberta Geological Survey
54.26	-116.60	-2123	75072	Alberta Geological Survey
54.26	-116.58	-2126	74448	Alberta Geological Survey
54.26	-116.56	-2122	73785	Alberta Geological Survey
54.26	-116.54	-2112	73388	Alberta Geological Survey
54.26	-116.52	-2081	72544	Alberta Geological Survey
54.26	-116.50	-2056	71821	Alberta Geological Survey
54.26	-116.48	-2046	71575	Alberta Geological Survey
54.26	-116.46	-2044	71641	Alberta Geological Survey
54.26	-116.44	-2035	71588	Alberta Geological Survey
54.26	-116.42	-2025	71605	Alberta Geological Survey
54.26	-116.14	-1884	68341	Alberta Geological Survey
54.26	-116.12	-1874	68090	Alberta Geological Survey
54.26	-116.10	-1863	67853	Alberta Geological Survey
54.26	-116.08	-1854	67649	Alberta Geological Survey
54.26	-116.06	-1846	67471	Alberta Geological Survey
54.26	-116.04	-1838	67311	Alberta Geological Survey
54.26	-116.02	-1831	67153	Alberta Geological Survey
54.26	-116.00	-1823	66974	Alberta Geological Survey
54.26	-115.98	-1814	66755	Alberta Geological Survey
54.26	-115.96	-1804	66516	Alberta Geological Survey
54.26	-115.94	-1795	66319	Alberta Geological Survey
54.26	-115.92	-1787	66135	Alberta Geological Survey
54.26	-115.90	-1778	65916	Alberta Geological Survey
54.26	-115.88	-1766	65639	Alberta Geological Survey
54.28	-117.78	-2885	93690	Alberta Geological Survey
54.28	-117.76	-2882	93368	Alberta Geological Survey
54.28	-117.74	-2882	93554	Alberta Geological Survey
54.28	-117.72	-2884	93911	Alberta Geological Survey
54.28	-117.70	-2888	94222	Alberta Geological Survey
54.28	-117.68	-2883	94394	Alberta Geological Survey
54.28	-117.66	-2867	94454	Alberta Geological Survey
54.28	-117.64	-2849	94456	Alberta Geological Survey
54.28	-117.62	-2831	94262	Alberta Geological Survey
54.28	-117.60	-2814	93921	Alberta Geological Survey
54.28	-117.58	-2797	93536	Alberta Geological Survey
54.28	-117.56	-2781	93120	Alberta Geological Survey
54.28	-117.54	-2766	92671	Alberta Geological Survey
54.28	-117.52	-2748	92125	Alberta Geological Survey
54.28	-117.50	-2727	91450	Alberta Geological Survey
54.28	-117.48	-2706	90782	Alberta Geological Survey
54.28	-117.46	-2688	90194	Alberta Geological Survey
54.28	-117.44	-2673	89691	Alberta Geological Survey
54.28	-117.42	-2661	89275	Alberta Geological Survey
54.28	-117.40	-2652	88920	Alberta Geological Survey
54.28	-117.38	-2641	88562	Alberta Geological Survey
54.28	-117.36	-2628	88148	Alberta Geological Survey
54.28	-117.12	-2474	84639	Alberta Geological Survey
54.28	-117.10	-2442	83997	Alberta Geological Survey
54.28	-117.08	-2411	83433	Alberta Geological Survey
54.28	-117.06	-2392	82888	Alberta Geological Survey
54.28	-117.04	-2382	82140	Alberta Geological Survey
54.28	-117.02	-2374	81456	Alberta Geological Survey
54.28	-117.00	-2364	80717	Alberta Geological Survey
54.28	-116.98	-2353	79955	Alberta Geological Survey
54.28	-116.96	-2342	79229	Alberta Geological Survey
54.28	-116.94	-2343	78907	Alberta Geological Survey
54.28	-116.92	-2351	79125	Alberta Geological Survey
54.28	-116.90	-2344	79239	Alberta Geological Survey
54.28	-116.88	-2324	79067	Alberta Geological Survey
54.28	-116.86	-2304	78870	Alberta Geological Survey
54.28	-116.84	-2287	78690	Alberta Geological Survey
54.28	-116.82	-2262	78316	Alberta Geological Survey
54.28	-116.80	-2244	78322	Alberta Geological Survey
54.28	-116.78	-2234	79028	Alberta Geological Survey
54.28	-116.76	-2193	77780	Alberta Geological Survey
54.28	-116.74	-2131	75764	Alberta Geological Survey
54.28	-116.72	-2059	73606	Alberta Geological Survey
54.28	-116.70	-2044	72959	Alberta Geological Survey
54.28	-116.68	-2092	74055	Alberta Geological Survey
54.28	-116.66	-2133	75145	Alberta Geological Survey
54.28	-116.64	-2144	75655	Alberta Geological Survey
54.28	-116.62	-2133	75552	Alberta Geological Survey
54.28	-116.60	-2120	75055	Alberta Geological Survey
54.28	-116.58	-2108	74511	Alberta Geological Survey
54.28	-116.56	-2092	73402	Alberta Geological Survey
54.28	-116.54	-2079	72494	Alberta Geological Survey
54.28	-116.52	-2063	71971	Alberta Geological Survey
54.28	-116.50	-2046	71521	Alberta Geological Survey
54.28	-116.48	-2035	71288	Alberta Geological Survey
54.28	-116.46	-2032	71277	Alberta Geological Survey
54.28	-116.44	-2027	71312	Alberta Geological Survey
54.28	-116.42	-2019	71293	Alberta Geological Survey
54.28	-116.40	-2008	71186	Alberta Geological Survey
54.28	-116.38	-1995	70981	Alberta Geological Survey
54.28	-116.16	-1891	68477	Alberta Geological Survey
54.28	-116.14	-1880	68233	Alberta Geological Survey
54.28	-116.12	-1869	67978	Alberta Geological Survey
54.28	-116.10	-1859	67744	Alberta Geological Survey
54.28	-116.08	-1849	67534	Alberta Geological Survey
54.28	-116.06	-1840	67335	Alberta Geological Survey
54.28	-116.04	-1831	67139	Alberta Geological Survey
54.28	-116.02	-1823	66940	Alberta Geological Survey
54.28	-116.00	-1814	66736	Alberta Geological Survey
54.28	-115.98	-1804	66521	Alberta Geological Survey
54.28	-115.96	-1794	66306	Alberta Geological Survey
54.28	-115.94	-1785	66099	Alberta Geological Survey
54.28	-115.92	-1777	65891	Alberta Geological Survey
54.28	-115.90	-1767	65656	Alberta Geological Survey
54.28	-115.88	-1754	65363	Alberta Geological Survey
54.28	-115.86	-1738	64997	Alberta Geological Survey
54.28	-115.84	-1720	64590	Alberta Geological Survey
54.30	-117.78	-2846	91767	Alberta Geological Survey
54.30	-117.76	-2845	91317	Alberta Geological Survey
54.30	-117.74	-2845	91671	Alberta Geological Survey
54.30	-117.72	-2845	92139	Alberta Geological Survey
54.30	-117.70	-2844	92572	Alberta Geological Survey
54.30	-117.68	-2842	92942	Alberta Geological Survey
54.30	-117.66	-2836	93228	Alberta Geological Survey
54.30	-117.64	-2826	93383	Alberta Geological Survey
54.30	-117.62	-2812	93368	Alberta Geological Survey
54.30	-117.60	-2798	93240	Alberta Geological Survey
54.30	-117.58	-2783	93019	Alberta Geological Survey
54.30	-117.56	-2767	92670	Alberta Geological Survey
54.30	-117.54	-2752	92246	Alberta Geological Survey
54.30	-117.52	-2736	91769	Alberta Geological Survey
54.30	-117.50	-2720	91261	Alberta Geological Survey
54.30	-117.48	-2704	90703	Alberta Geological Survey
54.30	-117.46	-2684	90055	Alberta Geological Survey
54.30	-117.44	-2667	89474	Alberta Geological Survey
54.30	-117.42	-2654	89009	Alberta Geological Survey
54.30	-117.40	-2646	88695	Alberta Geological Survey
54.30	-117.38	-2642	88485	Alberta Geological Survey
54.30	-117.36	-2623	87894	Alberta Geological Survey
54.30	-117.34	-2605	87337	Alberta Geological Survey
54.30	-117.32	-2589	86845	Alberta Geological Survey
54.30	-117.30	-2576	86431	Alberta Geological Survey
54.30	-117.14	-2516	84965	Alberta Geological Survey
54.30	-117.12	-2482	84135	Alberta Geological Survey
54.30	-117.10	-2446	83357	Alberta Geological Survey
54.30	-117.08	-2413	82639	Alberta Geological Survey
54.30	-117.06	-2384	81894	Alberta Geological Survey
54.30	-117.04	-2363	81166	Alberta Geological Survey
54.30	-117.02	-2351	80575	Alberta Geological Survey
54.30	-117.00	-2343	80050	Alberta Geological Survey
54.30	-116.98	-2333	79425	Alberta Geological Survey
54.30	-116.96	-2312	78493	Alberta Geological Survey
54.30	-116.94	-2284	77434	Alberta Geological Survey
54.30	-116.92	-2317	78454	Alberta Geological Survey
54.30	-116.90	-2312	78817	Alberta Geological Survey
54.30	-116.88	-2298	78894	Alberta Geological Survey
54.30	-116.86	-2280	78824	Alberta Geological Survey
54.30	-116.84	-2262	78677	Alberta Geological Survey
54.30	-116.82	-2242	78331	Alberta Geological Survey
54.30	-116.80	-2223	77823	Alberta Geological Survey
54.30	-116.78	-2208	77468	Alberta Geological Survey
54.30	-116.76	-2167	76317	Alberta Geological Survey
54.30	-116.74	-2124	74886	Alberta Geological Survey
54.30	-116.72	-2105	73985	Alberta Geological Survey
54.30	-116.70	-2123	74003	Alberta Geological Survey
54.30	-116.68	-2134	73860	Alberta Geological Survey
54.30	-116.66	-2144	74039	Alberta Geological Survey
54.30	-116.64	-2151	74534	Alberta Geological Survey
54.30	-116.62	-2142	74462	Alberta Geological Survey
54.30	-116.60	-2117	73862	Alberta Geological Survey
54.30	-116.58	-2095	73211	Alberta Geological Survey
54.30	-116.56	-2078	72539	Alberta Geological Survey
54.30	-116.54	-2064	71903	Alberta Geological Survey
54.30	-116.52	-2049	71385	Alberta Geological Survey
54.30	-116.50	-2034	71021	Alberta Geological Survey
54.30	-116.48	-2023	70841	Alberta Geological Survey
54.30	-116.46	-2017	70831	Alberta Geological Survey
54.30	-116.44	-2012	70840	Alberta Geological Survey
54.30	-116.42	-2005	70771	Alberta Geological Survey
54.30	-116.40	-1996	70723	Alberta Geological Survey
54.30	-116.38	-1984	70511	Alberta Geological Survey
54.30	-116.36	-1971	70097	Alberta Geological Survey
54.30	-116.34	-1961	69898	Alberta Geological Survey
54.30	-116.32	-1952	69807	Alberta Geological Survey
54.30	-116.30	-1945	69673	Alberta Geological Survey
54.30	-116.18	-1894	68544	Alberta Geological Survey
54.30	-116.16	-1884	68308	Alberta Geological Survey
54.30	-116.14	-1873	68056	Alberta Geological Survey
54.30	-116.12	-1862	67793	Alberta Geological Survey
54.30	-116.10	-1851	67559	Alberta Geological Survey
54.30	-116.08	-1841	67347	Alberta Geological Survey
54.30	-116.06	-1832	67146	Alberta Geological Survey
54.30	-116.04	-1824	66949	Alberta Geological Survey
54.30	-116.02	-1816	66759	Alberta Geological Survey
54.30	-116.00	-1807	66558	Alberta Geological Survey
54.30	-115.98	-1796	66324	Alberta Geological Survey
54.30	-115.96	-1785	66089	Alberta Geological Survey
54.30	-115.94	-1775	65867	Alberta Geological Survey
54.30	-115.92	-1765	65633	Alberta Geological Survey
54.30	-115.90	-1754	65378	Alberta Geological Survey
54.30	-115.88	-1742	65098	Alberta Geological Survey
54.30	-115.86	-1727	64789	Alberta Geological Survey
54.30	-115.84	-1710	64385	Alberta Geological Survey
54.30	-115.82	-1684	63749	Alberta Geological Survey
54.30	-115.80	-1677	63635	Alberta Geological Survey
54.32	-117.78	-2811	91306	Alberta Geological Survey
54.32	-117.76	-2810	90745	Alberta Geological Survey
54.32	-117.74	-2808	90879	Alberta Geological Survey
54.32	-117.72	-2805	91084	Alberta Geological Survey
54.32	-117.70	-2800	91311	Alberta Geological Survey
54.32	-117.68	-2799	91622	Alberta Geological Survey
54.32	-117.66	-2803	92108	Alberta Geological Survey
54.32	-117.64	-2802	92444	Alberta Geological Survey
54.32	-117.62	-2788	92467	Alberta Geological Survey
54.32	-117.60	-2778	92508	Alberta Geological Survey
54.32	-117.58	-2761	92288	Alberta Geological Survey
54.32	-117.56	-2743	91953	Alberta Geological Survey
54.32	-117.54	-2731	91641	Alberta Geological Survey
54.32	-117.52	-2717	91234	Alberta Geological Survey
54.32	-117.50	-2703	90747	Alberta Geological Survey
54.32	-117.48	-2687	90202	Alberta Geological Survey
54.32	-117.46	-2669	89613	Alberta Geological Survey
54.32	-117.44	-2652	89008	Alberta Geological Survey
54.32	-117.42	-2635	88416	Alberta Geological Survey
54.32	-117.40	-2627	88102	Alberta Geological Survey
54.32	-117.38	-2617	87737	Alberta Geological Survey
54.32	-117.36	-2602	87226	Alberta Geological Survey
54.32	-117.34	-2586	86700	Alberta Geological Survey
54.32	-117.32	-2574	86257	Alberta Geological Survey
54.32	-117.30	-2563	85858	Alberta Geological Survey
54.32	-117.28	-2552	85493	Alberta Geological Survey
54.32	-117.26	-2542	85165	Alberta Geological Survey
54.32	-117.18	-2497	83631	Alberta Geological Survey
54.32	-117.16	-2479	83001	Alberta Geological Survey
54.32	-117.14	-2472	82568	Alberta Geological Survey
54.32	-117.12	-2461	82563	Alberta Geological Survey
54.32	-117.10	-2437	82262	Alberta Geological Survey
54.32	-117.08	-2406	81646	Alberta Geological Survey
54.32	-117.06	-2364	80662	Alberta Geological Survey
54.32	-117.04	-2327	79720	Alberta Geological Survey
54.32	-117.02	-2322	79553	Alberta Geological Survey
54.32	-117.00	-2337	79877	Alberta Geological Survey
54.32	-116.98	-2339	79835	Alberta Geological Survey
54.32	-116.96	-2334	79687	Alberta Geological Survey
54.32	-116.94	-2326	79518	Alberta Geological Survey
54.32	-116.92	-2308	79267	Alberta Geological Survey
54.32	-116.90	-2292	79146	Alberta Geological Survey
54.32	-116.88	-2273	78976	Alberta Geological Survey
54.32	-116.86	-2256	78801	Alberta Geological Survey
54.32	-116.84	-2247	78874	Alberta Geological Survey
54.32	-116.82	-2227	78511	Alberta Geological Survey
54.32	-116.80	-2216	77882	Alberta Geological Survey
54.32	-116.78	-2198	77008	Alberta Geological Survey
54.32	-116.76	-2168	75835	Alberta Geological Survey
54.32	-116.74	-2121	74162	Alberta Geological Survey
54.32	-116.72	-2052	71904	Alberta Geological Survey
54.32	-116.70	-2171	74520	Alberta Geological Survey
54.32	-116.68	-2156	73846	Alberta Geological Survey
54.32	-116.66	-2137	73330	Alberta Geological Survey
54.32	-116.64	-2125	73146	Alberta Geological Survey
54.32	-116.62	-2116	72937	Alberta Geological Survey
54.32	-116.60	-2099	72357	Alberta Geological Survey
54.32	-116.58	-2079	71882	Alberta Geological Survey
54.32	-116.56	-2064	71507	Alberta Geological Survey
54.32	-116.54	-2053	71226	Alberta Geological Survey
54.32	-116.52	-2043	70898	Alberta Geological Survey
54.32	-116.50	-2028	70720	Alberta Geological Survey
54.32	-116.48	-2015	70612	Alberta Geological Survey
54.32	-116.46	-2006	70616	Alberta Geological Survey
54.32	-116.44	-1998	70618	Alberta Geological Survey
54.32	-116.42	-1989	70622	Alberta Geological Survey
54.32	-116.40	-1981	70663	Alberta Geological Survey
54.32	-116.38	-1972	70670	Alberta Geological Survey
54.32	-116.36	-1960	70310	Alberta Geological Survey
54.32	-116.34	-1949	69884	Alberta Geological Survey
54.32	-116.32	-1941	69669	Alberta Geological Survey
54.32	-116.30	-1934	69487	Alberta Geological Survey
54.32	-116.28	-1927	69303	Alberta Geological Survey
54.32	-116.26	-1919	69102	Alberta Geological Survey
54.32	-116.24	-1910	68897	Alberta Geological Survey
54.32	-116.22	-1902	68723	Alberta Geological Survey
54.32	-116.20	-1892	68482	Alberta Geological Survey
54.32	-116.18	-1883	68271	Alberta Geological Survey
54.32	-116.16	-1875	68094	Alberta Geological Survey
54.32	-116.14	-1863	67809	Alberta Geological Survey
54.32	-116.12	-1851	67539	Alberta Geological Survey
54.32	-116.10	-1841	67290	Alberta Geological Survey
54.32	-116.08	-1831	67081	Alberta Geological Survey
54.32	-116.06	-1823	66896	Alberta Geological Survey
54.32	-116.04	-1815	66716	Alberta Geological Survey
54.32	-116.02	-1807	66540	Alberta Geological Survey
54.32	-116.00	-1798	66344	Alberta Geological Survey
54.32	-115.98	-1787	66113	Alberta Geological Survey
54.32	-115.96	-1776	65875	Alberta Geological Survey
54.32	-115.94	-1765	65639	Alberta Geological Survey
54.32	-115.92	-1755	65402	Alberta Geological Survey
54.32	-115.90	-1744	65160	Alberta Geological Survey
54.32	-115.88	-1733	64924	Alberta Geological Survey
54.32	-115.86	-1722	64712	Alberta Geological Survey
54.32	-115.84	-1711	64483	Alberta Geological Survey
54.32	-115.82	-1698	64185	Alberta Geological Survey
54.32	-115.80	-1686	63932	Alberta Geological Survey
54.34	-117.78	-2798	91916	Alberta Geological Survey
54.34	-117.76	-2792	91308	Alberta Geological Survey
54.34	-117.74	-2786	90983	Alberta Geological Survey
54.34	-117.72	-2777	90785	Alberta Geological Survey
54.34	-117.70	-2763	90573	Alberta Geological Survey
54.34	-117.68	-2742	90244	Alberta Geological Survey
54.34	-117.66	-2740	90448	Alberta Geological Survey
54.34	-117.64	-2775	91679	Alberta Geological Survey
54.34	-117.62	-2727	90759	Alberta Geological Survey
54.34	-117.60	-2726	91059	Alberta Geological Survey
54.34	-117.58	-2728	91351	Alberta Geological Survey
54.34	-117.56	-2722	91324	Alberta Geological Survey
54.34	-117.54	-2711	91040	Alberta Geological Survey
54.34	-117.52	-2698	90643	Alberta Geological Survey
54.34	-117.50	-2684	90169	Alberta Geological Survey
54.34	-117.48	-2669	89645	Alberta Geological Survey
54.34	-117.46	-2653	89105	Alberta Geological Survey
54.34	-117.44	-2638	88584	Alberta Geological Survey
54.34	-117.42	-2625	88116	Alberta Geological Survey
54.34	-117.40	-2614	87694	Alberta Geological Survey
54.34	-117.38	-2603	87252	Alberta Geological Survey
54.34	-117.36	-2583	86574	Alberta Geological Survey
54.34	-117.34	-2564	85917	Alberta Geological Survey
54.34	-117.32	-2559	85634	Alberta Geological Survey
54.34	-117.30	-2548	85206	Alberta Geological Survey
54.34	-117.28	-2536	84792	Alberta Geological Survey
54.34	-117.26	-2526	84421	Alberta Geological Survey
54.34	-117.24	-2518	84123	Alberta Geological Survey
54.34	-117.22	-2510	83820	Alberta Geological Survey
54.34	-117.20	-2498	83400	Alberta Geological Survey
54.34	-117.18	-2484	82919	Alberta Geological Survey
54.34	-117.16	-2470	82466	Alberta Geological Survey
54.34	-117.14	-2459	82151	Alberta Geological Survey
54.34	-117.12	-2448	81962	Alberta Geological Survey
54.34	-117.10	-2434	81773	Alberta Geological Survey
54.34	-117.08	-2412	81365	Alberta Geological Survey
54.34	-117.06	-2352	79947	Alberta Geological Survey
54.34	-117.04	-2284	78273	Alberta Geological Survey
54.34	-117.02	-2252	77529	Alberta Geological Survey
54.34	-117.00	-2338	79901	Alberta Geological Survey
54.34	-116.98	-2333	79905	Alberta Geological Survey
54.34	-116.96	-2326	79925	Alberta Geological Survey
54.34	-116.94	-2317	79976	Alberta Geological Survey
54.34	-116.92	-2300	79895	Alberta Geological Survey
54.34	-116.90	-2280	79705	Alberta Geological Survey
54.34	-116.88	-2263	79324	Alberta Geological Survey
54.34	-116.86	-2257	78991	Alberta Geological Survey
54.34	-116.84	-2237	78355	Alberta Geological Survey
54.34	-116.82	-2223	77896	Alberta Geological Survey
54.34	-116.80	-2219	77567	Alberta Geological Survey
54.34	-116.78	-2211	77020	Alberta Geological Survey
54.34	-116.76	-2193	76117	Alberta Geological Survey
54.34	-116.74	-2167	74948	Alberta Geological Survey
54.34	-116.72	-2140	73716	Alberta Geological Survey
54.34	-116.70	-2134	72990	Alberta Geological Survey
54.34	-116.68	-2128	72535	Alberta Geological Survey
54.34	-116.66	-2116	72588	Alberta Geological Survey
54.34	-116.64	-2104	72654	Alberta Geological Survey
54.34	-116.62	-2094	72423	Alberta Geological Survey
54.34	-116.60	-2084	72060	Alberta Geological Survey
54.34	-116.58	-2070	71675	Alberta Geological Survey
54.34	-116.56	-2057	71330	Alberta Geological Survey
54.34	-116.54	-2047	71169	Alberta Geological Survey
54.34	-116.52	-2035	70999	Alberta Geological Survey
54.34	-116.50	-2019	70746	Alberta Geological Survey
54.34	-116.48	-2004	70534	Alberta Geological Survey
54.34	-116.46	-1996	70543	Alberta Geological Survey
54.34	-116.44	-1987	70540	Alberta Geological Survey
54.34	-116.42	-1976	70510	Alberta Geological Survey
54.34	-116.40	-1957	70312	Alberta Geological Survey
54.34	-116.38	-1929	69819	Alberta Geological Survey
54.34	-116.36	-1921	69637	Alberta Geological Survey
54.34	-116.34	-1931	69715	Alberta Geological Survey
54.34	-116.32	-1929	69535	Alberta Geological Survey
54.34	-116.30	-1923	69337	Alberta Geological Survey
54.34	-116.28	-1916	69122	Alberta Geological Survey
54.34	-116.26	-1906	68853	Alberta Geological Survey
54.34	-116.24	-1895	68569	Alberta Geological Survey
54.34	-116.22	-1886	68352	Alberta Geological Survey
54.34	-116.20	-1875	68080	Alberta Geological Survey
54.34	-116.18	-1866	67863	Alberta Geological Survey
54.34	-116.16	-1859	67679	Alberta Geological Survey
54.34	-116.14	-1849	67463	Alberta Geological Survey
54.34	-116.12	-1839	67223	Alberta Geological Survey
54.34	-116.10	-1829	66986	Alberta Geological Survey
54.34	-116.08	-1820	66790	Alberta Geological Survey
54.34	-116.06	-1813	66625	Alberta Geological Survey
54.34	-116.04	-1805	66455	Alberta Geological Survey
54.34	-116.02	-1796	66271	Alberta Geological Survey
54.34	-116.00	-1786	66068	Alberta Geological Survey
54.34	-115.98	-1776	65844	Alberta Geological Survey
54.34	-115.96	-1765	65612	Alberta Geological Survey
54.34	-115.94	-1754	65375	Alberta Geological Survey
54.34	-115.92	-1743	65138	Alberta Geological Survey
54.34	-115.90	-1733	64906	Alberta Geological Survey
54.34	-115.88	-1722	64687	Alberta Geological Survey
54.34	-115.86	-1711	64473	Alberta Geological Survey
54.34	-115.84	-1699	64203	Alberta Geological Survey
54.34	-115.82	-1687	63954	Alberta Geological Survey
54.34	-115.80	-1677	63752	Alberta Geological Survey
54.34	-115.78	-1650	63079	Alberta Geological Survey
54.36	-117.76	-2788	91759	Alberta Geological Survey
54.36	-117.74	-2781	91375	Alberta Geological Survey
54.36	-117.72	-2775	91126	Alberta Geological Survey
54.36	-117.70	-2767	90970	Alberta Geological Survey
54.36	-117.68	-2762	90951	Alberta Geological Survey
54.36	-117.66	-2770	91373	Alberta Geological Survey
54.36	-117.64	-2775	91739	Alberta Geological Survey
54.36	-117.62	-2749	91305	Alberta Geological Survey
54.36	-117.60	-2727	90983	Alberta Geological Survey
54.36	-117.58	-2719	90983	Alberta Geological Survey
54.36	-117.56	-2709	90846	Alberta Geological Survey
54.36	-117.54	-2695	90490	Alberta Geological Survey
54.36	-117.52	-2682	90100	Alberta Geological Survey
